position,direction,experience,salary,location,skills,company,RU,ENG,text,date
QA Engineer,QA,1-3 years,from 9000000 to 9000000 UZS,not specified,"JIRA, Redmine, SQL, Selenium, JUnit",TengeBank,True,True,"#QA
Junior/Middle Manual QA Инженер

Компания: TengeBank

Описание вакансии:
Мы ищем инициативного и ответственного Junior/Middle Manual QA Инженера, который присоединится к нашей команде. Если у вас есть опыт в тестировании ПО и вы хотите развиваться в области качества, эта вакансия для вас!

Обязанности:
- Разработка и выполнение тест-кейсов, тест-планов и сценариев тестирования
- Проведение функционального, регрессионного и нагрузочного тестирования
- Анализ требований и спецификаций для разработки тест-кейсов
- Взаимодействие с разработчиками и бизнес-аналитиками для устранения найденных багов и улучшения качества продукта
- Ведение документации по тестированию и отслеживание дефектов в системе баг-трекера
- Участие в обсуждениях по улучшению процессов тестирования и разработки
- Подготовка отчетов о тестировании и участие в митингах по статусу тестирования

Требования:
- Опыт работы на аналогичной позиции от 1 года
- Знание методологий тестирования и умение разрабатывать тест-кейсы
- Опыт ручного тестирования веб-приложений и мобильных приложений
- Умение работать с системами управления багами (например, JIRA, Redmine)
- Знание основ SQL и опыт работы с базами данных
- Высокие аналитические способности и внимание к деталям
- Умение работать в команде и коммуникативные навыки
- Уверенное владение русским языком
- Владение английским языком на уровне чтения технической документации

Плюсом будет:
- Знание Agile/Scrum методологий
- Опыт работы с автоматизированными инструментами тестирования (например, Selenium, JUnit)
- Опыт написания скриптов на одном из скриптовых языков (Python, JavaScript и т.д.)

Условия:
- График работы 5/2.
- Трудоустройство согласно законодательству РУз
- Возможности для профессионального роста и развития
- Заработная плата определяется по результатам собеседования (от 9 000 000 Сум)

Если вы хотите присоединиться к нашей команде, отправьте своё резюме на электронный адрес: e.kotov@tengebank.uz или telegram: @k_eugene.

Мы с нетерпением ждем вашего отклика!


👉 Подписаться на канал @UzDev_Jobs",2024-07-29 09:05:03+00:00
QA Engineer,QA,1-3 years,from 1000 to 2000 USD,Tashkent city,"Git, SQL, REST",Ptolemay,True,False,"#QA #middle #fulltime #office
Middle QA Engineer
Формат работы: Офисный (ориентир - Tashkent City)
Занятость: Полная
Оплата: 1500 - 2000$ net.

Ptolemay - аутсорсинговая IT-компания полного цикла по разработке мобильных и веб-приложений для бизнеса и стартапов. Ищем Middle QA Engineer для аутстафф-сотрудничества в крупную финтех-компанию в Ташкенте.

Задачи:
- Разрабатывать, поддерживать и выполнять тест-кейсы для функционального и регрессионного тестирования мобильных и десктопных приложений.
- Участвовать в организации и улучшении процессов тестирования вместе с командой.
- Проведение тестирования REST API.
- Писать и выполнять SQL-запросы для проверки данных в базе.
- Писать и поддерживать тестовую документацию, составлять отчеты об ошибках.

Требования:
- Опыт работы QA-тестировщиком от 1 года (без совмещения с учёбой).
- Обязательное свободное владение русским языком.
- Опыт ручного тестирования мобильных и десктопных приложений.
- Работа с Git.
- Тестирование REST API.
- Написание SQL запросов.
- Базовые знания в области программирования.

Условия:
- Комфортный офис в центре города (ориентир - Tashkent City).
- Полная занятость.
- Оформление через СМЗ.
- Оплата 1000 - 2000$ net по результатам собеседования.

Буду рад ответить на вопросы и ознакомиться с резюме: @Dmitriy_Ptolemay


👉 Подписаться на канал @UzDev_Jobs",2024-11-15 07:01:48+00:00
QA Manual Engineer,QA,3 years >,from 1500 to 2500 USD,Tashkent city,"Postman, Qase.io, Testrail, GIT, Unix",GLOBAL SEARCH,False,False,"#QAManual #senior #middle+ #fulltime #office
Ищем Senior QA Manual
• Компания: GLOBAL SEARCH (IT Agency)
• Локация: офис Банка в Ташкенте с 10 до 19, гибкое начало дня
• Вилка: От $1,5k NET до $2.5k NET
• Официальное трудоустройство по ТК РУз (гражданство любое)
• Социальный пакет

Задачи: 
     • Комплексное тестирование мобильного приложения с платформой iOS и Android, а так-же веб-сайта.
    • Разработка и написание тестовой документации и трекинг отчетов о дефектах.
    • Взаимодействие с командой разработчиков и QA для улучшения и координации проекта по обеспечению высокого качества продукта.
   
Требования:
    • Опыт тестирования мобильный приложений iOS&Android
    • Опыт тестирования веб-сайта и админок
    • Опыт тестирования API, знание инструментов тестирования API, таких как Postman 
    • Знание специфики тестирования приложений, построенных на микросервисной архитектуре.
    • Знакомство с интрументами управления тестирования, например Qase.io / Testrail
    • Знакомство с инструментами разработчика браузера.
    • Глубокое понимание процессов ручного тестирования, создания тестовых сценариев и отчетности о дефектах
    • Опыт работы с Unix системами.
    • GIT
    • Знание и умение управления проектами и отслеживания ошибок, такими как JIRA.
    • Умение работать тестировщиком и разработчиками в Agile командах.

Связь:  @svitych001


👉 Подписаться на канал @UzDev_Jobs",2024-05-23 06:02:24+00:00
UI/UX Designer,Design,1-3 years,from 500 to 500 USD,Tashkent city,Figma,OldCity,True,True,"#UI #UX #Designer
Join ''OldCity'' as UI/UX Designer!

Salary: from $500 and Negotiable 
Schedule: Full-Time

Must-Haves:
* Experience of 1 year or more;
* Creative thinking and ability to come up with non-standard ideas;
* Work on the FIGMA application;
* High level of responsibility;
* Language Skills: Native Uzbek, English Proficiency Must. Russian optional.

Responsibilities:
* Knowledge of UI/UX for web and mobile applications;
* Ability to work on the FIGMA application;
* Drawing elements and design steps;
* Creating layouts and prototypes;
* Style development;
* Collection and evaluation of customer requirements with PM and compilation of a Mindmap;
* Knowledge of UI Kit
* Language Skills: Native Uzbek, English Proficiency Must. Russian optional.

Our Offer:
* Workspace in Tashkent
* Flexible 5/2 schedule

Don't Ask, Please!:
* Remote/Online Job
* Internship 
* Part-Time

Company: OldCity

Apply Here: @Halal_Name_Abdulaziz


👉 Подписаться на канал @UzDev_Jobs",2024-07-06 09:04:57+00:00
UX/UI Designer,Design,1-3 years,from 4000000 to 6000000 UZS,not specified,Figma,Workly,True,False,"#UX #UI #designer
Компания Workly в поисках Junior UX/UI дизайнера 
(4 000 000 - 6 000 000 сум в месяц)

Обязанности:
- Разработка интерфейса для мобильного приложения и веб версии системы  
- Дополнение существующей дизайн-системы  
- Тестирование гипотез и улучшение продукта

Требования:
- Опыт работы 1-3 года
- Наличие портфолио с примерами работ интерфейсов
- Профессиональное владение Figma: Уверенное владение функционалом Figma, включая Auto-layouts, Components, Styles, Variables и другие возможности
- Опыт работы с графическими элементами (постеры и презентации)
- Хорошие коммуникативные навыки и софт-скиллы для взаимодействия с разработчиками и командой маркетинга
- Русский B2 (Средне-продвинутый)
- Узбекский C1(Продвинутый)
- Опыт работы в продуктовой команде приветствуется

Условия:
- Комфортабельный офис в центре города 
- Вся необходимая техника от компании
- Зарплата без задержек 2 раза в месяц
- Возможности карьерного и профессионального роста

Откликнуться на вакансию
Обратная связь: @mlcvh


👉 Подписаться на канал @UzDev_Jobs",2024-01-04 08:02:15+00:00
UI/UX Designer,Design,1-3 years,from 5000000 to 5000000 UZS,Tashkent city,"Figma, UI Kit",Musait Technologies,True,False,"#UX #UI #designer
Мы Musait Technologies ищем UI/UX Дизайнера

Обязанности:
  -знание UI/UX для веба и моб. приложений
  -умение работать на приложении FIGMA
  -Прорисовка элементов и шагов дизайна
  -Создание макетов и прототипов
  -Разработка стиля
  -Сбор и оценка требований клиентов с PM и составление Mindmap
  -Знание UI Kit

Требования:
  -Работа на приложении FIGMA;
  -Опыт работы год и более;
  -высокий уровень ответственности;
  -знание русского языка на уровне носителя;

Мы предлагаем:
  -Стабильная работа в активно развивающейся компании;
  -Офис в центре Ташкента(Бизнес центр Seoul Plaza)
  -Широкие возможности для профессионального и карьерного роста;
  -Дружная и поддерживающая команда профессионалов;
  -Заработная плата от 5 000 000 сум и выше

Контакты: +998 (77) 288-90-99
Отправляйте резюме по тг: @Musait1


👉 Подписаться на канал @UzDev_Jobs",2024-04-02 09:02:43+00:00
UI/UX Designer,Design,1-3 years,from 5000000 to 10000000 UZS,not specified,"Figma, UI/UX",Musait Technologies,True,False,"#UX #UI #designer
Мы Musait Technologies ищем UI/UX Дизайнера

Обязанности:
  -знание UI/UX для веба и моб. приложений
  -умение работать на приложении FIGMA
  -Прорисовка элементов и шагов дизайна
  -Создание макетов и прототипов
  -Разработка стиля
  -Сбор и оценка требований клиентов с PM и составление Mindmap
  -Знание UI Kit

Требования:
  -Работа на приложении FIGMA;
  -Опыт работы год и более;
  -высокий уровень ответственности;
  -знание русского языка на уровне носителя;

Мы предлагаем:
- Гибкий график работы 5/2, 8 часовой рабочий день.
- Оформление по ТК РУз.
- Стабильная и конкурентная заработная плата.
- Комфортный офис с демократичной атмосферой в центре города 
- Зарплата 5 000 000 - 10 000 000 сум

Контакты: +998 (99) 802 68 68
Отправляйте резюме по тг @xabibullaevich


👉 Подписаться на канал @UzDev_Jobs",2024-02-07 14:54:03+00:00
UI/UX Designer,Design,1-3 years,from 5000000 to 10000000 UZS,Tashkent city,Figma,Musait Technologies,True,False,"#UX #UI #designer
Мы Musait Technologies ищем UI/UX Дизайнера

Требования:
• Опыт работы от 2 лет и более;
• Креативное мышление и способность придумывать нестандартные идеи;
• Работа на приложении FIGMA;
• Высокий уровень ответственности;
• Знание русского языка на уровне носителя;

Обязанности:
• Знание UI/UX для веба и моб. приложений;
• Умение работать на приложении FIGMA;
• Прорисовка элементов и шагов дизайна;
• Создание макетов и прототипов;
• Разработка стиля;
• Сбор и оценка требований клиентов с PM и составление Mindmap;
• Знание UI Kit;

Мы предлагаем:
• Стабильная работа в активно развивающейся компании;
• Офис в центре Ташкента(Бизнес центр Seoul Plaza);
• Широкие возможности для профессионального и карьерного роста;
• Дружная и поддерживающая команда профессионалов;
• Заработная плата 5 000 000 - 10 000 000 сум;

Контакты: +998 (77) 288-90-99
Отправляйте резюме по тг: @musait_manager


👉 Подписаться на канал @UzDev_Jobs",2024-04-25 10:27:55+00:00
System Administrator,Other,1-3 years,from 12000000 to 12000000 UZS,not specified,not specified,garantbank,True,False,"#admin
Требуется системный администратор в garantbank 
 
Обязанности: 
 
- Администрирование сетевой инфраструктуры 
- Администрирование систем виртуализации 
- Администрирование почтовых систем 
- Сопровождение доменных структур, терминальных сервисов Microsoft 
- Внедрение и поддержка систем резервного копирования 
- Внедрение и сопровождение системы мониторинга 
- Контроль разграничения доступа и сетевой безопасности 
- Защита информационных систем от несанкционированного доступа 
- Разработка технической документации, инструкций 
- Консультирование специалистов технической поддержки 
 
Требования к квалификации: 
- Высшее специальное образование, опыт работы на аналогичных должностях от 2 лет 
- Знание узбекского и русского языков 
- Опыт работы с оборудование IBM, Lenovo (Сервера, СХД, Ленточные библиотеки) 
- Опыт администрирования ОС MS Windows Server  2012/2016/2019 
- Опыт администрирования MS AD DS, GPO, DNS, WINS, DHCP, SNMP, FTP 
- Опыт администрирования почтовых систем MS Exchange 2013-2019 
- Опыт работы с оборудованием FireWall Fortinet, Juniper (Настройка, Установка, управление).  
- Понимание работы сетей передачи данных (LAN/WAN/WLAN) и сетей хранения данных (SAN). 
- Знание основных систем виртуализации: MS Hyper-V, ESXi 
- Знание систем резервного копирования данных (Ленточные библиотеки, D2D, программное обеспечение СРК) 
- Наличие сертификатов CCNA или по Windows серверу 
- Опыт сопровождения решений по IP-телефонии(Cisco, AVAYA). 
 
Условия: 
    Работа в офисе. 
    График работы 5/2 с 9:00 до 18:00 (полный рабочий день). 
    Зарплата от 12 миллионов. 
    Современный офис с комфортными условиями труда. 
    Оформление согласно Трудовому Кодексу Узбекистана. 
 Участие в интересных проектах. 
 Возможность профессионального развития и обучения. 
 
Контакт: +99897 740-00-34(Обид Адизов), +99890 909-44-35(Назир Назаров)


👉 Подписаться на канал @UzDev_Jobs",2024-02-06 07:01:46+00:00
AI / ML Specialist,AI / ML,3 years >,from 3000 to 3000 USD,not specified,"TensorFlow, PyTorch, NLP, AWS, Google Cloud, Azure",not specified,False,True,"#ai #ml #azure
AI и Machine Learning Специалист

Проект: Разработка финансового AI чат-бота для финтех проекта, способного обучаться на различных данных, включая кредитные скоринги и поведенческие паттерны пользователей, а также анализ больших данных в банковско-финансовой отрасли для оценки кредитоспособности и создания супер-приложения на базе AI для управления финансами.

Обязанности:
Разработка и интеграция AI и ML моделей для анализа финансовых данных и поведения пользователей.
Работа с большими данными, их обработка и анализ для создания предсказательных моделей кредитоспособности.
Разработка и оптимизация алгоритмов для обучения чат-бота, способного адаптироваться и улучшаться со временем.
Взаимодействие с командами разработки для интеграции AI моделей в финтех продукты.

Требования:
Опыт работы с AI и ML не менее 3 лет.
Глубокие знания в области обработки естественного языка (NLP), предсказательного моделирования и нейронных сетей.
Опыт работы с фреймворками для машинного обучения, такими как TensorFlow или PyTorch.
Понимание основ финансов и кредитного скоринга.
Опыт анализа больших данных и работы с базами данных.
Умение работать в команде и общаться на английском языке.

Мы предлагаем:
Работа над амбициозными и инновационными проектами в сфере финтех.
Оффлайн работа на полную ставку (8 часов + обеденный перерыв).
Заработная плата: $3000+ в зависимости от опыта и навыков.

Дополнительные навыки:
Знание фреймворков для разработки чат-ботов.
Опыт разработки супер-приложений.
Навыки работы в облачных сервисах, например AWS или Google Cloud, Azure

Отклик:
Прикрепите ваше резюме, ссылки на проекты или публикации, подтверждающие ваш опыт в области AI и ML.
Telegram: @djamol13


👉 Подписаться на канал @UzDev_Jobs",2024-03-26 06:02:10+00:00
